CUSTOMER_ID,SIGNUP_DATE,CHURN_DATE,SUBSCRIPTION_PLAN,CONTRACT_TYPE,MONTHLY_FEE,SUPPORT_TICKETS,USAGE_HOURS
CUST-135546,12/19/2022,9/25/2023,Pro,Monthly,79,2,33.1
CUST-135547,2/7/2024,,Pro,Annual,79,0,44.3
CUST-135548,8/27/2022,,Enterprise,Monthly,299,1,44
CUST-135549,4/14/2022,,Pro,Annual,79,2,59.2
CUST-135550,6/25/2024,,Pro,Monthly,79,0,22.9
CUST-135551,5/27/2024,,Basic,Annual,29,1,43.1
CUST-135552,1/29/2022,,Enterprise,Monthly,299,3,9.4
CUST-135553,3/30/2022,,Enterprise,Annual,299,2,40
CUST-135554,1/10/2023,,Pro,Monthly,79,2,56
CUST-135555,2/1/2023,,Enterprise,Monthly,299,0,30.6
CUST-135556,7/17/2023,,Basic,Monthly,29,4,18.9
CUST-135557,12/30/2022,,Pro,Annual,79,1,48.6
CUST-135558,8/7/2024,3/8/2025,Basic,Monthly,29,2,14.7
CUST-135559,5/27/2022,,Pro,Monthly,79,5,49.1
CUST-135560,11/10/2022,,Pro,Monthly,79,2,30.1
CUST-135561,7/2/2023,,Pro,Monthly,79,2,45.3
CUST-135562,3/6/2024,,Pro,Monthly,79,2,52.2
CUST-135563,3/28/2023,11/3/2023,Basic,Monthly,29,2,54.5
CUST-135564,6/17/2024,,Enterprise,Annual,299,4,66
CUST-135565,5/21/2023,,Basic,Annual,29,1,45.6
CUST-135566,5/1/2023,12/28/2023,Pro,Monthly,79,6,56.9
CUST-135567,4/11/2022,,Enterprise,Monthly,299,1,36
CUST-135568,4/17/2022,,Enterprise,Annual,299,2,58.9
CUST-135569,5/6/2024,,Pro,Monthly,79,1,54.4
CUST-135570,7/25/2024,,Pro,Monthly,79,1,31.1
CUST-135571,10/18/2022,,Basic,Annual,29,3,45.3
CUST-135572,12/15/2022,,Basic,Monthly,29,2,38.6
CUST-135573,9/9/2023,,Basic,Monthly,29,2,60.1
CUST-135574,1/3/2024,,Pro,Annual,79,2,61.5
CUST-135575,8/11/2023,,Pro,Monthly,79,2,25.5
CUST-135576,8/15/2022,12/30/2022,Pro,Monthly,79,2,58.9
CUST-135577,8/19/2023,,Pro,Annual,79,1,37.6
CUST-135578,9/3/2024,,Pro,Monthly,79,0,51.6
CUST-135579,8/11/2023,,Basic,Annual,29,0,44.6
CUST-135580,1/31/2024,,Enterprise,Monthly,299,2,23.2
CUST-135581,2/6/2024,,Enterprise,Monthly,299,4,49.1
CUST-135582,2/19/2022,8/5/2022,Basic,Monthly,29,5,17.3
CUST-135583,5/17/2024,,Pro,Monthly,79,1,52.7
CUST-135584,8/27/2024,,Pro,Monthly,79,3,33.4
CUST-135585,12/23/2023,,Basic,Annual,29,0,40.7
CUST-135586,6/7/2022,,Basic,Annual,29,0,11.1
CUST-135587,11/24/2022,,Basic,Monthly,29,1,24.7
CUST-135588,1/15/2024,,Pro,Monthly,79,3,45.9
CUST-135589,6/1/2024,,Basic,Monthly,29,0,21
CUST-135590,3/18/2022,,Basic,Monthly,29,0,62.4
CUST-135591,1/5/2024,,Basic,Monthly,29,1,61.7
CUST-135592,9/25/2023,,Basic,Monthly,29,2,31.3
CUST-135593,3/30/2023,,Pro,Monthly,79,4,51.9
CUST-135594,11/6/2022,,Pro,Monthly,79,2,17.9
CUST-135595,11/23/2022,,Basic,Monthly,29,1,36.5
CUST-135596,5/23/2023,,Pro,Monthly,79,2,24
CUST-135597,5/2/2024,,Basic,Monthly,29,1,43.5
CUST-135598,5/19/2024,,Basic,Monthly,29,1,57.7
CUST-135599,4/17/2022,,Basic,Monthly,29,1,43.1
CUST-135600,8/29/2022,5/18/2023,Pro,Monthly,79,1,47.6
CUST-135601,3/11/2023,,Basic,Annual,29,0,39.6
CUST-135602,1/28/2022,,Pro,Monthly,79,1,32.2
CUST-135603,12/5/2023,,Basic,Monthly,29,0,25
CUST-135604,9/6/2022,5/13/2023,Basic,Monthly,29,4,48.6
CUST-135605,12/30/2022,,Pro,Annual,79,2,24.7
CUST-135606,12/26/2023,,Pro,Monthly,79,2,33.8
CUST-135607,6/17/2023,,Basic,Monthly,29,0,47.2
CUST-135608,4/17/2023,,Basic,Monthly,29,2,31.6
CUST-135609,10/29/2023,,Pro,Monthly,79,1,58.4
CUST-135610,6/23/2023,,Basic,Annual,29,1,48.2
CUST-135611,8/12/2023,,Basic,Annual,29,1,23.7
CUST-135612,3/28/2024,,Basic,Monthly,29,2,51.6
CUST-135613,2/17/2023,4/24/2023,Pro,Annual,79,4,30.2
CUST-135614,7/23/2024,,Basic,Monthly,29,1,33.9
CUST-135615,7/23/2023,,Enterprise,Monthly,299,3,21.8
CUST-135616,9/23/2023,,Enterprise,Monthly,299,0,70.1
CUST-135617,9/14/2024,,Enterprise,Monthly,299,0,24
CUST-135618,6/14/2022,,Enterprise,Monthly,299,1,42.8
CUST-135619,9/15/2024,,Enterprise,Monthly,299,1,33.2
CUST-135620,7/30/2023,2/20/2024,Enterprise,Monthly,299,2,55.7
CUST-135621,2/17/2022,,Basic,Monthly,29,2,83.5
CUST-135622,10/24/2023,,Basic,Monthly,29,1,43.8
CUST-135623,4/29/2023,7/8/2023,Basic,Annual,29,2,23.6
CUST-135624,6/7/2022,,Pro,Annual,79,1,60.2
CUST-135625,10/30/2023,,Pro,Monthly,79,2,39.3
CUST-135626,5/31/2022,,Enterprise,Annual,299,0,44.6
CUST-135627,8/13/2022,,Enterprise,Monthly,299,4,51
CUST-135628,9/17/2022,,Basic,Annual,29,1,35.7
CUST-135629,1/22/2023,,Pro,Annual,79,1,44.1
CUST-135630,9/13/2022,,Basic,Monthly,29,2,20.1
CUST-135631,3/2/2022,,Pro,Monthly,79,3,40.6
CUST-135632,5/13/2024,,Pro,Monthly,79,2,64.5
CUST-135633,2/11/2024,,Enterprise,Annual,299,1,39.1
CUST-135634,4/12/2024,,Enterprise,Monthly,299,1,42.7
CUST-135635,1/31/2023,,Basic,Annual,29,5,81.7
CUST-135636,2/1/2023,,Basic,Monthly,29,3,66.4
CUST-135637,6/11/2022,,Pro,Monthly,79,4,9.2
CUST-135638,1/15/2023,,Pro,Annual,79,0,32.5
CUST-135639,3/19/2023,,Pro,Annual,79,4,5.7
CUST-135640,12/15/2022,6/4/2023,Enterprise,Monthly,299,1,45.5
CUST-135641,8/26/2024,,Basic,Monthly,29,3,36.1
CUST-135642,1/31/2022,,Pro,Monthly,79,2,49.9
CUST-135643,3/12/2022,,Enterprise,Monthly,299,2,26.6
CUST-135644,2/1/2023,,Pro,Annual,79,3,59.1
CUST-135645,3/14/2023,6/13/2023,Pro,Monthly,79,2,45.7
CUST-135646,1/2/2022,,Basic,Monthly,29,4,50.2
CUST-135647,7/17/2024,,Basic,Monthly,29,4,45
CUST-135648,7/16/2023,,Basic,Annual,29,2,47.8
CUST-135649,5/15/2022,,Basic,Monthly,29,2,35
CUST-135650,5/26/2022,,Basic,Monthly,29,3,23.3
CUST-135651,6/28/2022,,Enterprise,Annual,299,2,57.5
CUST-135652,9/21/2022,,Basic,Annual,29,0,47.2
CUST-135653,11/7/2022,,Basic,Monthly,29,2,33.2
CUST-135654,7/23/2022,,Basic,Annual,29,3,34.6
CUST-135655,3/21/2024,,Pro,Annual,79,2,58
CUST-135656,11/30/2023,,Enterprise,Annual,299,1,14.3
CUST-135657,1/30/2022,,Enterprise,Annual,299,1,49.5
CUST-135658,2/28/2022,,Pro,Monthly,79,0,34.5
CUST-135659,1/9/2022,4/11/2022,Basic,Annual,29,3,28.9
CUST-135660,9/14/2024,,Basic,Monthly,29,2,36.6
CUST-135661,11/20/2022,,Enterprise,Monthly,299,3,45.1
CUST-135662,6/16/2022,,Pro,Monthly,79,2,77.3
CUST-135663,12/3/2022,,Basic,Monthly,29,2,32.2
CUST-135664,6/25/2024,1/19/2025,Basic,Monthly,29,1,36.4
CUST-135665,1/14/2023,,Basic,Monthly,29,2,47.1
CUST-135666,6/16/2024,,Pro,Annual,79,1,44
CUST-135667,3/1/2024,,Enterprise,Monthly,299,4,25.4
CUST-135668,12/4/2023,,Basic,Annual,29,1,44.7
CUST-135669,8/30/2022,,Pro,Monthly,79,0,48.5
CUST-135670,2/29/2024,,Basic,Monthly,29,4,18.9
CUST-135671,8/14/2024,,Enterprise,Annual,299,1,28.2
CUST-135672,10/28/2023,,Basic,Monthly,29,5,5
CUST-135673,6/26/2024,,Pro,Annual,79,0,36.8
CUST-135674,6/9/2022,,Basic,Annual,29,3,50.8
CUST-135675,2/16/2024,,Enterprise,Annual,299,2,47.3
CUST-135676,8/23/2022,,Basic,Monthly,29,2,31.6
CUST-135677,3/29/2023,,Basic,Monthly,29,3,28.3
CUST-135678,5/7/2024,,Basic,Monthly,29,4,30.6
CUST-135679,7/18/2022,12/8/2022,Pro,Monthly,79,5,34.9
CUST-135680,4/22/2023,,Basic,Monthly,29,4,10.6
CUST-135681,2/2/2022,,Basic,Annual,29,0,25.4
CUST-135682,2/12/2023,,Pro,Monthly,79,4,37.7
CUST-135683,3/30/2022,,Pro,Monthly,79,1,49.3
CUST-135684,8/30/2023,3/6/2024,Basic,Monthly,29,2,50.9
CUST-135685,8/9/2022,,Basic,Annual,29,3,41.9
CUST-135686,3/10/2022,,Pro,Monthly,79,2,39.2
CUST-135687,10/21/2022,,Pro,Annual,79,2,39.8
CUST-135688,8/25/2022,,Pro,Annual,79,1,55.8
CUST-135689,6/25/2024,,Basic,Monthly,29,3,32.9
CUST-135690,6/9/2022,,Enterprise,Monthly,299,1,9.7
CUST-135691,4/11/2024,,Basic,Monthly,29,1,50.8
CUST-135692,4/19/2024,8/11/2024,Basic,Annual,29,3,34.6
CUST-135693,2/27/2024,,Basic,Monthly,29,2,15
CUST-135694,10/17/2022,,Enterprise,Monthly,299,2,42.4
CUST-135695,5/28/2024,,Pro,Annual,79,1,37.3
CUST-135696,7/8/2023,,Pro,Monthly,79,1,55.4
CUST-135697,6/22/2024,,Basic,Monthly,29,2,65.7
CUST-135698,8/1/2023,12/25/2023,Pro,Monthly,79,1,7.8
CUST-135699,6/17/2023,,Basic,Monthly,29,5,58
CUST-135700,12/1/2022,,Enterprise,Annual,299,1,27.2
CUST-135701,8/5/2023,,Pro,Monthly,79,3,22
CUST-135702,2/12/2024,8/19/2024,Pro,Annual,79,0,23.9
CUST-135703,5/17/2023,,Basic,Monthly,29,2,34.2
CUST-135704,9/3/2022,,Pro,Monthly,79,2,39.6
CUST-135705,11/19/2022,,Pro,Monthly,79,1,39.1
CUST-135706,1/17/2024,,Pro,Annual,79,0,36.6
CUST-135707,7/27/2024,,Pro,Monthly,79,0,79
CUST-135708,2/23/2024,,Basic,Monthly,29,6,5
CUST-135709,9/3/2023,3/7/2024,Pro,Monthly,79,1,39.9
CUST-135710,11/25/2022,,Enterprise,Monthly,299,2,20.8
CUST-135711,7/1/2023,4/6/2024,Basic,Monthly,29,2,33.9
CUST-135712,12/5/2022,2/21/2023,Basic,Monthly,29,2,9.7
CUST-135713,6/20/2022,,Pro,Monthly,79,2,52
CUST-135714,4/20/2022,,Basic,Annual,29,1,33.5
CUST-135715,9/20/2024,,Basic,Monthly,29,2,59.3
CUST-135716,3/17/2024,,Basic,Monthly,29,0,77.1
CUST-135717,1/10/2022,6/9/2022,Pro,Annual,79,2,44
CUST-135718,7/21/2022,,Basic,Annual,29,3,56.9
CUST-135719,7/4/2024,,Pro,Monthly,79,0,58.1
CUST-135720,9/14/2022,,Enterprise,Annual,299,1,22.8
CUST-135721,9/19/2022,12/7/2022,Pro,Monthly,79,1,52.8
CUST-135722,11/24/2023,,Pro,Monthly,79,1,61
CUST-135723,3/6/2023,,Basic,Annual,29,3,22.9
CUST-135724,5/22/2023,11/7/2023,Basic,Monthly,29,1,47.3
CUST-135725,3/7/2022,,Basic,Monthly,29,0,30.2
CUST-135726,3/16/2024,,Enterprise,Monthly,299,3,39.3
CUST-135727,11/4/2023,,Pro,Monthly,79,3,25.2
CUST-135728,8/2/2023,,Basic,Monthly,29,0,32.4
CUST-135729,9/4/2023,,Basic,Monthly,29,2,32.5
CUST-135730,8/12/2023,,Basic,Annual,29,0,26.1
CUST-135731,2/4/2022,11/20/2022,Pro,Annual,79,2,34.8
CUST-135732,9/1/2024,,Basic,Annual,29,3,30.7
CUST-135733,7/11/2023,,Basic,Monthly,29,2,81.6
CUST-135734,10/24/2023,,Basic,Monthly,29,3,50.4
CUST-135735,5/6/2023,,Basic,Annual,29,1,48.8
CUST-135736,8/3/2023,,Pro,Monthly,79,1,63.9
CUST-135737,9/11/2022,,Basic,Monthly,29,1,30.4
CUST-135738,1/17/2022,,Basic,Monthly,29,5,43.1
CUST-135739,9/18/2022,,Pro,Annual,79,1,30
CUST-135740,12/26/2023,,Basic,Annual,29,1,77.9
CUST-135741,4/4/2024,,Pro,Monthly,79,2,51.3
CUST-135742,9/13/2022,,Basic,Annual,29,2,28.4
CUST-135743,12/29/2023,,Basic,Annual,29,2,25.8
CUST-135744,5/12/2024,,Basic,Monthly,29,0,41.7
CUST-135745,2/28/2023,,Basic,Monthly,29,0,57.1
CUST-135746,5/16/2023,,Enterprise,Annual,299,1,50.5
CUST-135747,10/13/2022,,Basic,Monthly,29,0,43.2
CUST-135748,7/26/2024,,Basic,Monthly,29,0,57.3
CUST-135749,1/7/2022,4/6/2022,Basic,Monthly,29,4,24.8
CUST-135750,5/12/2023,,Basic,Annual,29,3,23
CUST-135751,6/10/2024,,Basic,Annual,29,2,39
CUST-135752,7/18/2022,,Basic,Annual,29,0,36.9
CUST-135753,8/26/2023,,Enterprise,Monthly,299,1,23.2
CUST-135754,9/10/2024,,Basic,Annual,29,2,52.2
CUST-135755,10/21/2023,,Pro,Monthly,79,1,65.1
CUST-135756,7/25/2024,,Basic,Monthly,29,2,54
CUST-135757,2/22/2023,,Basic,Monthly,29,4,30.3
CUST-135758,10/24/2023,1/18/2024,Pro,Monthly,79,2,29.1
CUST-135759,2/21/2022,4/9/2022,Pro,Annual,79,1,32.6
CUST-135760,8/31/2022,,Basic,Monthly,29,4,52
CUST-135761,8/7/2022,,Basic,Monthly,29,2,48.4
CUST-135762,6/2/2023,,Basic,Annual,29,3,57.8
CUST-135763,8/27/2024,,Basic,Monthly,29,5,34.5
CUST-135764,4/19/2022,9/11/2022,Enterprise,Monthly,299,1,48.6
CUST-135765,12/17/2022,,Pro,Monthly,79,1,45.3
CUST-135766,7/9/2024,,Enterprise,Annual,299,1,45.5
CUST-135767,3/7/2022,,Basic,Monthly,29,1,56.7
CUST-135768,1/10/2022,,Pro,Monthly,79,0,17.9
CUST-135769,7/21/2022,,Basic,Annual,29,0,56.6
CUST-135770,3/4/2024,,Pro,Annual,79,3,50
CUST-135771,6/19/2024,,Basic,Monthly,29,2,24.4
CUST-135772,8/2/2022,10/30/2022,Pro,Monthly,79,3,42.4
CUST-135773,3/9/2022,,Basic,Annual,29,3,15
CUST-135774,1/29/2024,,Pro,Monthly,79,4,26.6
CUST-135775,5/15/2024,,Pro,Monthly,79,1,56.3
CUST-135776,11/23/2022,,Pro,Annual,79,0,14.8
CUST-135777,2/19/2022,4/20/2022,Basic,Monthly,29,6,54.5
CUST-135778,1/17/2022,,Pro,Monthly,79,3,34.8
CUST-135779,6/7/2023,,Basic,Monthly,29,1,17.9
CUST-135780,3/31/2024,,Basic,Monthly,29,2,15.4
CUST-135781,11/2/2022,,Basic,Annual,29,0,45.8
CUST-135782,1/27/2023,,Enterprise,Annual,299,1,50.6
CUST-135783,9/14/2024,1/16/2025,Enterprise,Monthly,299,3,18.6
CUST-135784,5/4/2022,8/2/2022,Basic,Monthly,29,1,48.6
CUST-135785,5/19/2023,,Enterprise,Monthly,299,2,31.6
CUST-135786,8/13/2022,9/12/2022,Enterprise,Annual,299,2,46.6
CUST-135787,1/26/2024,,Basic,Monthly,29,1,16.2
CUST-135788,11/14/2022,,Pro,Monthly,79,2,50
CUST-135789,4/18/2023,,Enterprise,Annual,299,5,22.4
CUST-135790,9/7/2024,11/23/2024,Pro,Monthly,79,1,10.4
CUST-135791,4/23/2024,12/18/2024,Basic,Monthly,29,2,48.4
CUST-135792,6/9/2024,,Pro,Monthly,79,2,54
CUST-135793,5/7/2024,,Basic,Annual,29,3,44.7
CUST-135794,6/25/2023,,Basic,Monthly,29,3,9.5
CUST-135795,12/24/2022,,Pro,Monthly,79,1,36.7
CUST-135796,4/28/2023,,Basic,Annual,29,6,39.2
CUST-135797,5/18/2024,,Pro,Annual,79,0,30
CUST-135798,5/27/2024,,Basic,Monthly,29,2,66.4
CUST-135799,7/28/2024,,Basic,Monthly,29,0,33.1
CUST-135800,5/26/2024,,Pro,Monthly,79,4,64.8
CUST-135801,3/5/2023,,Pro,Monthly,79,1,56.7
CUST-135802,3/7/2024,11/2/2024,Enterprise,Monthly,299,1,49.5
CUST-135803,5/12/2023,,Pro,Annual,79,3,62.5
CUST-135804,4/17/2023,,Pro,Monthly,79,2,33.8
CUST-135805,7/25/2023,,Basic,Monthly,29,0,35.2
CUST-135806,10/17/2023,,Pro,Monthly,79,4,35.7
CUST-135807,4/17/2024,,Basic,Monthly,29,1,39
CUST-135808,5/13/2024,,Basic,Annual,29,1,40.2
CUST-135809,10/27/2022,,Basic,Monthly,29,5,43.9
CUST-135810,1/8/2024,10/16/2024,Basic,Annual,29,2,36
CUST-135811,11/7/2023,,Basic,Annual,29,1,18.6
CUST-135812,3/25/2022,,Basic,Monthly,29,1,16.4
CUST-135813,1/12/2023,,Basic,Annual,29,2,41.8
CUST-135814,11/9/2022,,Basic,Monthly,29,0,29.1
CUST-135815,9/21/2023,,Basic,Monthly,29,3,22.9
CUST-135816,11/16/2022,,Basic,Monthly,29,3,34.8
CUST-135817,7/23/2022,,Basic,Monthly,29,3,50
CUST-135818,12/21/2022,,Basic,Monthly,29,1,34.8
CUST-135819,10/21/2022,,Basic,Monthly,29,1,39.2
CUST-135820,5/19/2023,,Basic,Annual,29,0,24.6
CUST-135821,5/25/2022,,Enterprise,Annual,299,1,42.4
CUST-135822,6/23/2023,11/17/2023,Basic,Monthly,29,2,42.9
CUST-135823,1/17/2022,,Pro,Monthly,79,3,12.1
CUST-135824,7/29/2023,,Basic,Monthly,29,3,12.7
CUST-135825,2/18/2024,,Basic,Annual,29,1,52.7
CUST-135826,7/30/2023,,Basic,Monthly,29,2,48.8
CUST-135827,2/8/2022,,Basic,Monthly,29,0,65.4
CUST-135828,5/10/2022,2/18/2023,Basic,Monthly,29,2,36.2
CUST-135829,4/25/2022,,Pro,Annual,79,3,79.2
CUST-135830,3/26/2023,,Pro,Monthly,79,2,39.6
CUST-135831,8/7/2024,,Basic,Monthly,29,1,57.2
CUST-135832,7/13/2024,4/15/2025,Basic,Annual,29,4,21.4
CUST-135833,2/14/2022,,Basic,Monthly,29,0,29.1
CUST-135834,8/4/2022,,Basic,Monthly,29,0,24.6
CUST-135835,8/23/2023,12/24/2023,Pro,Monthly,79,1,50.9
CUST-135836,4/27/2024,,Enterprise,Annual,299,0,43.9
CUST-135837,2/19/2023,,Basic,Annual,29,3,32
CUST-135838,11/20/2023,,Pro,Monthly,79,1,30.9
CUST-135839,9/22/2022,,Pro,Monthly,79,4,48
CUST-135840,7/11/2024,,Pro,Monthly,79,0,32.3
CUST-135841,3/16/2023,,Basic,Monthly,29,1,38.3
CUST-135842,9/9/2023,,Basic,Annual,29,6,45.6
CUST-135843,1/16/2023,,Pro,Monthly,79,0,59.4
CUST-135844,4/25/2024,,Pro,Monthly,79,1,35.3
CUST-135845,10/28/2022,,Enterprise,Monthly,299,1,24
CUST-135846,9/11/2024,12/1/2024,Pro,Monthly,79,4,29.5
CUST-135847,6/20/2022,8/10/2022,Basic,Monthly,29,3,49.8
CUST-135848,9/12/2023,,Enterprise,Monthly,299,2,47.3
CUST-135849,2/10/2023,,Basic,Annual,29,1,48.6
CUST-135850,12/21/2022,,Basic,Annual,29,1,49.4
CUST-135851,6/10/2022,,Pro,Annual,79,1,34.4
CUST-135852,3/5/2024,12/19/2024,Basic,Annual,29,2,41.3
CUST-135853,7/6/2023,,Enterprise,Monthly,299,2,62.3
CUST-135854,1/26/2022,,Basic,Annual,29,2,55.3
CUST-135855,3/24/2022,5/1/2022,Basic,Monthly,29,3,47.4
CUST-135856,6/22/2022,,Basic,Annual,29,2,41.6
CUST-135857,9/25/2024,,Pro,Monthly,79,1,35.8
CUST-135858,11/16/2023,,Basic,Monthly,29,0,49.7
CUST-135859,3/4/2024,,Basic,Monthly,29,4,45.6
CUST-135860,3/11/2022,,Pro,Monthly,79,1,38.4
CUST-135861,4/14/2024,,Basic,Monthly,29,1,17.3
CUST-135862,1/6/2022,10/11/2022,Basic,Annual,29,4,36.1
CUST-135863,3/6/2024,,Pro,Annual,79,4,30.9
CUST-135864,7/14/2022,,Basic,Monthly,29,4,24.4
CUST-135865,6/9/2023,,Enterprise,Monthly,299,2,18
CUST-135866,3/4/2022,,Basic,Annual,29,4,33
CUST-135867,1/13/2022,,Basic,Monthly,29,0,33.4
CUST-135868,1/31/2024,,Basic,Monthly,29,2,68.7
CUST-135869,7/24/2022,1/6/2023,Basic,Annual,29,2,40.9
CUST-135870,6/15/2024,,Pro,Monthly,79,2,23.2
CUST-135871,2/4/2024,4/26/2024,Pro,Annual,79,2,33.9
CUST-135872,2/9/2022,,Basic,Annual,29,4,46.5
CUST-135873,6/14/2022,2/18/2023,Basic,Annual,29,2,14.6
CUST-135874,1/31/2022,,Basic,Monthly,29,1,43.8
CUST-135875,6/13/2023,,Pro,Monthly,79,3,27
CUST-135876,10/11/2023,,Pro,Annual,79,1,42.5
CUST-135877,5/26/2024,,Basic,Monthly,29,4,14.3
CUST-135878,4/11/2024,9/15/2024,Basic,Monthly,29,5,41.6
CUST-135879,4/4/2024,,Pro,Monthly,79,2,55.6
CUST-135880,6/27/2024,,Pro,Monthly,79,2,31.6
CUST-135881,11/8/2023,,Basic,Monthly,29,1,58.5
CUST-135882,2/2/2023,,Basic,Monthly,29,4,54.8
CUST-135883,4/4/2023,,Enterprise,Monthly,299,1,53.1
CUST-135884,3/3/2024,,Pro,Monthly,79,2,11.3
CUST-135885,8/11/2022,,Basic,Annual,29,1,19.8
CUST-135886,9/26/2023,,Basic,Monthly,29,3,39.5
CUST-135887,3/19/2022,,Enterprise,Annual,299,5,20.6
CUST-135888,4/4/2024,,Pro,Annual,79,2,27.2
CUST-135889,4/18/2024,10/15/2024,Pro,Monthly,79,1,34.6
CUST-135890,8/23/2023,,Basic,Monthly,29,4,81.5
CUST-135891,9/17/2023,,Pro,Monthly,79,1,41.7
CUST-135892,9/4/2023,,Pro,Annual,79,2,35.7
CUST-135893,7/26/2024,,Basic,Monthly,29,2,53.4
CUST-135894,7/26/2024,,Basic,Monthly,29,2,56.7
CUST-135895,3/25/2024,,Basic,Annual,29,2,17.2
CUST-135896,6/2/2024,1/29/2025,Pro,Monthly,79,5,39.3
CUST-135897,3/4/2023,,Pro,Monthly,79,3,48.7
CUST-135898,3/1/2023,,Basic,Monthly,29,2,34.4
CUST-135899,1/22/2023,4/11/2023,Basic,Monthly,29,3,47.3
CUST-135900,8/27/2022,,Basic,Monthly,29,1,27.1
CUST-135901,5/7/2024,,Basic,Monthly,29,2,25.1
CUST-135902,9/15/2023,,Basic,Monthly,29,2,27.1
CUST-135903,3/31/2022,10/16/2022,Basic,Monthly,29,2,37.4
CUST-135904,1/20/2023,,Basic,Annual,29,4,28.5
CUST-135905,9/1/2024,,Enterprise,Monthly,299,0,52.7
CUST-135906,5/19/2022,,Basic,Monthly,29,1,33.3
CUST-135907,9/23/2024,,Basic,Annual,29,2,48.2
CUST-135908,10/9/2023,,Enterprise,Monthly,299,2,50.6
CUST-135909,6/8/2023,8/12/2023,Basic,Monthly,29,0,22.2
CUST-135910,9/1/2022,12/30/2022,Pro,Monthly,79,0,47.2
CUST-135911,5/20/2023,,Basic,Annual,29,2,7.4
CUST-135912,2/26/2023,,Basic,Monthly,29,1,42.3
CUST-135913,7/1/2022,,Pro,Monthly,79,2,16.5
CUST-135914,7/14/2022,,Basic,Annual,29,3,26.1
CUST-135915,5/23/2024,,Basic,Monthly,29,1,29.3
CUST-135916,9/26/2023,,Basic,Annual,29,3,19
CUST-135917,2/22/2022,,Pro,Annual,79,3,24.3
CUST-135918,9/12/2024,,Basic,Monthly,29,2,36.4
CUST-135919,9/16/2024,,Basic,Annual,29,2,29.7
CUST-135920,7/16/2024,,Basic,Monthly,29,0,63.5
CUST-135921,5/17/2024,,Pro,Monthly,79,3,41.7
CUST-135922,11/16/2023,3/26/2024,Pro,Monthly,79,1,27.6
CUST-135923,6/28/2022,12/23/2022,Basic,Annual,29,1,61.6
CUST-135924,10/20/2022,,Enterprise,Monthly,299,1,31.7
CUST-135925,1/10/2023,,Pro,Annual,79,2,47.6
CUST-135926,2/28/2022,,Pro,Monthly,79,2,58.8
CUST-135927,2/23/2022,5/31/2022,Basic,Annual,29,5,41.5
CUST-135928,7/2/2024,,Basic,Monthly,29,1,26.7
CUST-135929,2/8/2024,,Enterprise,Monthly,299,2,56.8
CUST-135930,9/2/2022,,Enterprise,Annual,299,3,48.9
CUST-135931,5/29/2022,,Pro,Monthly,79,5,45.8
CUST-135932,3/6/2024,,Pro,Monthly,79,4,22.8
CUST-135933,1/3/2023,9/1/2023,Basic,Monthly,29,2,27.9
CUST-135934,1/16/2022,,Enterprise,Monthly,299,1,36.3
CUST-135935,6/25/2022,,Pro,Monthly,79,1,32
CUST-135936,6/24/2023,,Basic,Annual,29,1,51.8
CUST-135937,2/10/2023,,Pro,Monthly,79,1,5.9
CUST-135938,4/12/2023,,Basic,Monthly,29,5,44
CUST-135939,5/29/2024,,Basic,Monthly,29,1,61.4
CUST-135940,5/9/2022,,Pro,Monthly,79,4,58.3
CUST-135941,8/11/2022,,Pro,Monthly,79,1,23.6
CUST-135942,6/2/2024,8/11/2024,Pro,Annual,79,2,39.7
CUST-135943,9/1/2022,,Pro,Monthly,79,4,46.8
CUST-135944,3/2/2023,5/28/2023,Basic,Monthly,29,2,39.4
CUST-135945,12/20/2022,,Basic,Annual,29,0,35.3
CUST-135946,1/20/2024,,Pro,Annual,79,6,22
CUST-135947,1/14/2024,,Basic,Monthly,29,1,27
CUST-135948,11/22/2022,,Pro,Monthly,79,2,60
CUST-135949,8/27/2023,,Pro,Monthly,79,0,10.9
CUST-135950,1/3/2022,,Enterprise,Monthly,299,2,20.3
CUST-135951,4/24/2023,,Basic,Monthly,29,0,53.7
CUST-135952,9/2/2024,,Basic,Monthly,29,2,32
CUST-135953,3/22/2022,,Enterprise,Monthly,299,1,51.9
CUST-135954,2/13/2022,,Basic,Monthly,29,2,26.9
CUST-135955,6/4/2022,,Pro,Monthly,79,3,45.8
CUST-135956,8/4/2024,1/11/2025,Basic,Monthly,29,2,50.8
CUST-135957,6/20/2023,4/1/2024,Enterprise,Annual,299,1,33
CUST-135958,7/4/2024,,Basic,Annual,29,2,30.1
CUST-135959,7/16/2024,,Enterprise,Monthly,299,2,52.9
CUST-135960,4/9/2022,,Basic,Monthly,29,4,49.1
CUST-135961,2/1/2023,,Pro,Monthly,79,1,47.3
CUST-135962,5/29/2024,,Pro,Monthly,79,2,10.9
CUST-135963,6/20/2022,11/30/2022,Pro,Annual,79,2,8.6
CUST-135964,5/28/2022,,Basic,Monthly,29,0,56.2
CUST-135965,5/3/2022,,Basic,Monthly,29,2,36.2
CUST-135966,4/22/2022,,Basic,Annual,29,2,51.5
CUST-135967,5/10/2022,,Basic,Monthly,29,1,27
CUST-135968,3/9/2022,,Pro,Monthly,79,2,51.7
CUST-135969,5/8/2024,,Basic,Monthly,29,3,38.1
CUST-135970,4/7/2024,,Pro,Monthly,79,2,23.8
